Report_ID,Report.Status,Publication.Date,Injury.Severity,Broad.phase.of.flight,Weather.Condition,Location,Investigation.Type
8700,Probable Cause,11/13/1997,Non-Fatal,Takeoff,VMC,"CHICAGO, IL",Incident
8701,Probable Cause,11/14/1997,Non-Fatal,Takeoff,VMC,"GENEVA, IL",Accident
8702,Probable Cause,11/15/1997,Non-Fatal,Landing,VMC,"COLUMBUS, OH",Accident
8703,Probable Cause,11/16/1997,Non-Fatal,Cruise,VMC,"LOUDON, TN",Accident
8704,Probable Cause,11/17/1997,Non-Fatal,Takeoff,VMC,"FALL CITY, WA",Accident
8705,Probable Cause,11/18/1997,Non-Fatal,Landing,VMC,"ORANGE, MA",Accident
8706,Probable Cause,11/19/1997,Non-Fatal,Landing,VMC,"AMITYVILLE, NY",Accident
8707,Probable Cause,11/20/1997,Non-Fatal,Landing,VMC,"CORONA, CA",Accident
8708,Probable Cause,11/21/1997,Non-Fatal,Cruise,IMC,"GIDDINGS, TX",Accident
8709,Probable Cause,11/22/1997,Non-Fatal,Takeoff,VMC,"OKLAHOMA CITY, OK",Accident
8710,Probable Cause,11/23/1997,Non-Fatal,Landing,VMC,"ALBUQUERQUE, NM",Accident
8711,Probable Cause,11/24/1997,Non-Fatal,Landing,VMC,"MURDO, SD",Accident
8712,Probable Cause,11/25/1997,Non-Fatal,Taxi,VMC,"BATAVIA, IL",Accident
8713,Probable Cause,11/26/1997,Non-Fatal,Cruise,VMC,"GILBERTSVILLE, KY",Accident
8714,Probable Cause,11/27/1997,Non-Fatal,Maneuvering,VMC,"PELL CITY, AL",Accident
8715,Probable Cause,11/28/1997,Non-Fatal,Takeoff,VMC,"HEALY, AK",Accident
8716,Probable Cause,11/29/1997,Non-Fatal,Landing,VMC,"OVERLAND PARK, KS",Accident
8717,Probable Cause,11/30/1997,Non-Fatal,Landing,VMC,"CAMARILLO, CA",Accident
8718,Probable Cause,12/1/1997,Non-Fatal,Approach,VMC,"W SILVER SPRING, NV",Accident
8719,Probable Cause,12/2/1997,Non-Fatal,Landing,VMC,"LEE VINING, CA",Accident
8720,Probable Cause,12/3/1997,Fatal(1),Takeoff,VMC,"CEDAR CITY, UT",Accident
8721,Probable Cause,12/4/1997,Non-Fatal,Maneuvering,VMC,"OTTAWA, IL",Accident
8722,Probable Cause,12/5/1997,Fatal(1),Unknown,VMC,"CANTON, GA",Accident
8723,Probable Cause,12/6/1997,Incident,Approach,IMC,"WILLIAMSPORT, TN",Accident
8724,Probable Cause,12/7/1997,Non-Fatal,Descent,VMC,"FLATHORN LAKE, AK",Accident
8725,Probable Cause,12/8/1997,Fatal(1),Climb,VMC,"SALEM, OR",Accident
8726,Probable Cause,12/9/1997,Non-Fatal,Cruise,VMC,"WENATCHEE, WA",Accident
8727,Probable Cause,12/10/1997,Non-Fatal,Go-around,VMC,"NEBRASKA CITY, NE",Accident
8728,Probable Cause,12/11/1997,Non-Fatal,Takeoff,VMC,"LUCERNE VALLEY, CA",Accident
8729,Probable Cause,12/12/1997,Non-Fatal,Taxi,VMC,"MONAHANS, TX",Accident
8730,Probable Cause,12/13/1997,Non-Fatal,Cruise,VMC,"MEARS, MI",Accident
8731,Probable Cause,12/14/1997,Non-Fatal,Landing,VMC,"LEWISBURG, OH",Accident
8732,Probable Cause,12/15/1997,Non-Fatal,Landing,VMC,"BEAR CREEK, AK",Accident
8733,Probable Cause,12/16/1997,Non-Fatal,Landing,VMC,"ANCHORAGE, AK",Accident
8734,Probable Cause,12/17/1997,Non-Fatal,Maneuvering,VMC,"EGG HARBOR TOWN, NJ",Accident
8735,Probable Cause,12/18/1997,Non-Fatal,Cruise,VMC,"CONCORD, CA",Accident
8736,Probable Cause,12/19/1997,Non-Fatal,Takeoff,VMC,"LARSEN BAY, AK",Incident
8737,Probable Cause,12/20/1997,Non-Fatal,Takeoff,VMC,"RENO, NV",Accident
8738,Probable Cause,12/21/1997,Non-Fatal,Takeoff,VMC,"LEVENWORTH, WA",Accident
8739,Probable Cause,12/22/1997,Non-Fatal,Takeoff,VMC,"MARLBORO, NJ",Accident
8740,Probable Cause,12/23/1997,Non-Fatal,Takeoff,VMC,"MONTAUK, NY",Accident
8741,Probable Cause,12/24/1997,Non-Fatal,Cruise,VMC,"SPEAKS, TX",Accident
8742,Probable Cause,12/25/1997,Non-Fatal,Climb,VMC,"MARION, SD",Accident
8743,Probable Cause,12/26/1997,Non-Fatal,Maneuvering,UNK,"PHILIP, SD",Accident
8744,Probable Cause,12/27/1997,Non-Fatal,Landing,VMC,"DILLON, MT",Accident
8745,Probable Cause,12/28/1997,Fatal(5),Cruise,UNK,"PARK FALLS, WI",Accident
8746,Probable Cause,12/29/1997,Non-Fatal,Takeoff,VMC,"KANKAKEE, IL",Accident
8747,Probable Cause,12/30/1997,Non-Fatal,Maneuvering,VMC,"MAHNOMEN, MN",Accident
8748,Probable Cause,12/31/1997,Non-Fatal,Takeoff,VMC,"GALVESTON, TX",Accident
8749,Probable Cause,1/1/1998,Non-Fatal,Maneuvering,VMC,"WEAVERVILLE, CA",Accident
8750,Probable Cause,1/2/1998,Non-Fatal,Standing,VMC,"QUINLAN, TX",Accident
8751,Probable Cause,1/3/1998,Non-Fatal,Takeoff,VMC,"RED FEATHER LAK, CO",Accident
8752,Probable Cause,1/4/1998,Non-Fatal,Go-around,VMC,"CHICAGO, IL",Incident
8753,Probable Cause,1/5/1998,Non-Fatal,Takeoff,VMC,"ANCHORAGE, AK",Incident
8754,Probable Cause,1/6/1998,Non-Fatal,Descent,VMC,"RENO, NV",Accident
8755,Probable Cause,1/7/1998,Non-Fatal,Go-around,VMC,"CEDAR KEY, FL",Accident
8756,Probable Cause,1/8/1998,Non-Fatal,Takeoff,VMC,"GILA BEND, AZ",Accident
8757,Probable Cause,1/9/1998,Non-Fatal,Cruise,VMC,"ALBUQUERQUE, NM",Accident
8758,Probable Cause,1/10/1998,Non-Fatal,Approach,VMC,"DEERFIELD, WI",Accident
8759,Probable Cause,1/11/1998,Incident,Cruise,VMC,"EKUK, AK",Accident
8760,Probable Cause,1/12/1998,Non-Fatal,Landing,VMC,"PORTLAND, ME",Incident
8761,Probable Cause,1/13/1998,Non-Fatal,Takeoff,VMC,"LINCOLN PARK, NJ",Accident
8762,Probable Cause,1/14/1998,Non-Fatal,Takeoff,VMC,"JOPLIN, MO",Incident
8763,Probable Cause,1/15/1998,Non-Fatal,Landing,VMC,"SMITHVILLE, GA",Accident
8764,Probable Cause,1/16/1998,Non-Fatal,Takeoff,VMC,"EVERETT, WA",Accident
8765,Probable Cause,1/17/1998,Non-Fatal,Cruise,VMC,"ST. LOUIS, MO",Accident
8766,Probable Cause,1/18/1998,Non-Fatal,Takeoff,VMC,"FT. PIERCE, FL",Accident
8767,Probable Cause,1/19/1998,Non-Fatal,Approach,VMC,"YUBA CITY, CA",Accident
8768,Probable Cause,1/20/1998,Non-Fatal,Takeoff,VMC,"PASO ROBLES, CA",Accident
8769,Probable Cause,1/21/1998,Non-Fatal,Takeoff,VMC,"ANCHORAGE, AK",Accident
8770,Probable Cause,1/22/1998,Non-Fatal,Takeoff,VMC,LOIZA,Accident
8771,Probable Cause,1/23/1998,Non-Fatal,Takeoff,VMC,"NESHANIC, NJ",Accident
8772,Probable Cause,1/24/1998,Non-Fatal,Go-around,VMC,"PALOS VERDE EST, CA",Accident
8773,Probable Cause,1/25/1998,Fatal(1),Maneuvering,VMC,"BROOMFIELD, CO",Accident
8774,Probable Cause,1/26/1998,Fatal(3),Takeoff,VMC,"LAKE BENTON, MN",Accident
8775,Probable Cause,30-08-1994,Incident,Landing,VMC,"NASH, OK",Accident
8776,Probable Cause,1/27/1998,Incident,Approach,VMC,"CARROLLTON, KY",Accident
8777,Probable Cause,1/28/1998,Non-Fatal,Landing,VMC,"PASCO, WA",Accident
8778,Probable Cause,1/29/1998,Non-Fatal,Landing,VMC,"LEE'S SUMMIT, MO",Accident
8779,Probable Cause,1/30/1998,Non-Fatal,Cruise,VMC,"GAINSVILLE, MO",Accident
8780,Probable Cause,1/31/1998,Non-Fatal,Landing,VMC,"STANLEY, ND",Accident
8781,Probable Cause,2/1/1998,Non-Fatal,Maneuvering,VMC,"GRAND ISLAND, NE",Incident
8782,Probable Cause,2/2/1998,Non-Fatal,Takeoff,VMC,"MINCO, OK",Accident
8783,Probable Cause,2/3/1998,Incident,Descent,VMC,"MT PLEASANT, TX",Accident
8784,Probable Cause,2/4/1998,Fatal(4),Takeoff,VMC,"WYNNE, AR",Accident
8785,Probable Cause,2/5/1998,Incident,Takeoff,VMC,"ATWOOD, KS",Accident
8786,Probable Cause,2/6/1998,Non-Fatal,Cruise,VMC,"KIRKSVILLE, MO",Accident
8787,Probable Cause,2/7/1998,Non-Fatal,Landing,VMC,"WASHINGTON, OK",Accident
8788,Probable Cause,2/8/1998,Non-Fatal,Landing,VMC,"MARSHALL, TX",Accident
8789,Probable Cause,2/9/1998,Non-Fatal,Climb,VMC,"PAGE, ND",Accident
8790,Probable Cause,2/10/1998,Non-Fatal,Takeoff,VMC,"CHEYENNE, WY",Accident
8791,Probable Cause,2/11/1998,Non-Fatal,Landing,VMC,"ARENA, WI",Accident
8792,Probable Cause,2/12/1998,Non-Fatal,Landing,VMC,"FT. WAYNE, IN",Accident
8793,Probable Cause,2/13/1998,Non-Fatal,Standing,VMC,"GLENS FALLS, NY",Accident
8794,Probable Cause,2/14/1998,Fatal(1),Approach,VMC,"BOSTON, MA",Accident
8795,Probable Cause,2/15/1998,Fatal(2),Maneuvering,VMC,"MILLINOCKET LKE, ME",Accident
8796,Probable Cause,2/16/1998,Fatal(2),Takeoff,VMC,"BEAVER CITY, NE",Accident
8797,Probable Cause,2/17/1998,Non-Fatal,Maneuvering,VMC,"MARATHON, FL",Accident
8798,Probable Cause,2/18/1998,Fatal(1),Takeoff,VMC,"NICEVILLE, FL",Accident
8799,Probable Cause,2/19/1998,Non-Fatal,Taxi,VMC,"YORBA LINDA, CA",Accident
8800,Probable Cause,2/20/1998,Non-Fatal,Takeoff,VMC,"SAN ANGELO, TX",Accident
8801,Probable Cause,2/21/1998,Non-Fatal,Taxi,VMC,"ALBUQUERQUE, NM",Accident
8802,Probable Cause,2/22/1998,Non-Fatal,Maneuvering,VMC,"AMERICUS, GA",Accident
8803,Probable Cause,2/23/1998,Incident,Takeoff,VMC,"QUINCY, WA",Accident
8804,Probable Cause,2/24/1998,Fatal(2),Unknown,VMC,"BEND, OR",Accident
8805,Probable Cause,2/25/1998,Fatal(1),Approach,VMC,"WICHITA, KS",Accident
8806,Probable Cause,2/26/1998,Non-Fatal,Landing,VMC,"MARYSVILLE, CA",Accident
8807,Probable Cause,2/27/1998,Non-Fatal,Maneuvering,VMC,"GEORGETOWN, TX",Accident
8808,Probable Cause,2/28/1998,Non-Fatal,Takeoff,VMC,"EL PASO, TX",Accident
8809,Probable Cause,3/1/1998,Non-Fatal,Landing,VMC,"RECIPROCATINGLUSE, WY",Accident
8810,Probable Cause,3/2/1998,Non-Fatal,Approach,VMC,"AURORA, CO",Accident
8811,Probable Cause,3/3/1998,Non-Fatal,Takeoff,VMC,"HAMILTON, OH",Accident
8812,Probable Cause,3/4/1998,Non-Fatal,Approach,VMC,"MINNEAPOLIS, MN",Accident
8813,Probable Cause,3/5/1998,Non-Fatal,Maneuvering,VMC,"SUMMERVILLE, SC",Accident
8814,Probable Cause,3/6/1998,Non-Fatal,Landing,VMC,"GRENADA, MS",Accident
8815,Probable Cause,3/7/1998,Fatal(1),Takeoff,VMC,"ESTER, AK",Accident
8816,Probable Cause,3/8/1998,Fatal(1),Approach,IMC,"KNIK GLACIER, AK",Accident
8817,Probable Cause,3/9/1998,Non-Fatal,Landing,VMC,"ANCHORAGE, AK",Accident
8818,Probable Cause,3/10/1998,Non-Fatal,Landing,VMC,"CANANDAIGUA, NY",Accident
8819,Probable Cause,3/11/1998,Non-Fatal,Maneuvering,VMC,"KILLEEN, TX",Accident
8820,Probable Cause,3/12/1998,Non-Fatal,Approach,VMC,"ALBUQUERQUE, NM",Accident
8821,Probable Cause,3/13/1998,Fatal(2),Takeoff,IMC,"TULLAHOMA, TN",Accident
8822,Probable Cause,3/14/1998,Non-Fatal,Climb,VMC,"LACENTER, WA",Accident
8823,Probable Cause,3/15/1998,Fatal(2),Takeoff,VMC,"NO LITTLE ROCK, AR",Accident
8824,Probable Cause,3/16/1998,Non-Fatal,Maneuvering,VMC,"WASHINGTON, MO",Accident
8825,Probable Cause,3/17/1998,Non-Fatal,Landing,VMC,"DYERSVILLE, IA",Accident
8826,Probable Cause,3/18/1998,Non-Fatal,Takeoff,VMC,"LANCASTER, CA",Accident
8827,Probable Cause,3/19/1998,Non-Fatal,Maneuvering,VMC,"BLANCO, TX",Accident
8828,Probable Cause,3/20/1998,Non-Fatal,Landing,VMC,"WYNDMERE, ND",Accident
8829,Probable Cause,3/21/1998,Non-Fatal,Cruise,VMC,"OSSEO, MI",Accident
8830,Probable Cause,3/22/1998,Non-Fatal,Landing,VMC,"WILLIAMSTON, MI",Accident
8831,Probable Cause,3/23/1998,Non-Fatal,Takeoff,VMC,"INDIANAPOLIS, IN",Accident
8832,Probable Cause,3/24/1998,Non-Fatal,Takeoff,VMC,"HICKORY, NC",Accident
8833,Probable Cause,3/25/1998,Non-Fatal,Landing,VMC,"RED BAY, AL",Accident
8834,Probable Cause,3/26/1998,Non-Fatal,Takeoff,VMC,"MT. ST. HELENS, WA",Accident
8835,Probable Cause,3/27/1998,Fatal(1),Takeoff,VMC,"NORTH LEBANNON, ME",Accident
8836,Probable Cause,3/28/1998,Non-Fatal,Approach,VMC,"OSAGE BEACH, MO",Accident
8837,Probable Cause,3/29/1998,Non-Fatal,Cruise,VMC,"STANFIELD, AZ",Accident
8838,Probable Cause,3/30/1998,Non-Fatal,Climb,VMC,"ENGLEWOOD, CO",Accident
8839,Probable Cause,3/31/1998,Non-Fatal,Landing,VMC,"SHELLEY, ID",Accident
8840,Probable Cause,4/1/1998,Fatal(1),Takeoff,VMC,"CROSS RIVER, NY",Accident
8841,Probable Cause,4/2/1998,Fatal(1),Maneuvering,VMC,"TOWNSEND, MT",Accident
8842,Probable Cause,4/3/1998,Non-Fatal,Approach,VMC,"EPHRATA, WA",Accident
8843,Probable Cause,4/4/1998,Fatal(1),Maneuvering,VMC,"N. HAVERHILL, NH",Accident
8844,Probable Cause,4/5/1998,Non-Fatal,Landing,VMC,"WRIGHT, AR",Accident
8845,Probable Cause,4/6/1998,Non-Fatal,Landing,VMC,"DENVER, CO",Incident
8846,Probable Cause,4/7/1998,Non-Fatal,Landing,VMC,"MUNCIE, IN",Incident
8847,Probable Cause,4/8/1998,Non-Fatal,Takeoff,VMC,"EPHRATA, WA",Accident
8848,Probable Cause,4/9/1998,Non-Fatal,Maneuvering,VMC,"BREMERTON, WA",Accident
8849,Probable Cause,4/10/1998,Non-Fatal,Landing,VMC,"SOMERS, CT",Accident
8850,Probable Cause,4/11/1998,Non-Fatal,Takeoff,VMC,"MILLBROOK, NY",Accident
8851,Probable Cause,4/12/1998,Non-Fatal,Landing,VMC,"BERNIE, MO",Accident
8852,Probable Cause,4/13/1998,Non-Fatal,Takeoff,VMC,"SHERRILL, AR",Accident
8853,Probable Cause,4/14/1998,Non-Fatal,Landing,VMC,"BLUE SPRINGS, MO",Accident
8854,Probable Cause,4/15/1998,Non-Fatal,Approach,VMC,"PORT ST. JOE, FL",Accident
8855,Probable Cause,4/16/1998,Non-Fatal,Takeoff,VMC,"EL MIRAGE, AZ",Accident
8856,Probable Cause,4/3/1988,Non-Fatal,Approach,VMC,"NEAR BIG LAKE, AK",Accident
8857,Probable Cause,4/17/1998,Non-Fatal,Landing,VMC,"EDEN PRAIRIE, MN",Accident
8858,Probable Cause,4/18/1998,Non-Fatal,Takeoff,VMC,"ELKTON, MD",Accident
8859,Probable Cause,4/19/1998,Non-Fatal,Maneuvering,VMC,E BRAKE BLK 397,Accident
8860,Probable Cause,4/20/1998,Fatal(2),Approach,VMC,"HENDERSON, NV",Accident
8861,Probable Cause,4/21/1998,Non-Fatal,Maneuvering,VMC,"BARGAINTOWN, NJ",Accident
8862,Probable Cause,4/22/1998,Non-Fatal,Takeoff,VMC,"DETROIT, MI",Accident
8863,Probable Cause,4/23/1998,Non-Fatal,Landing,VMC,"ST. JOSEPH, MI",Accident
8864,Probable Cause,4/24/1998,Non-Fatal,Maneuvering,VMC,"HAINES, AK",Accident
8865,Probable Cause,4/25/1998,Fatal(1),Takeoff,VMC,"MOSCOW, ID",Accident
8866,Probable Cause,15-12-2009,Fatal(1),Maneuvering,VMC,"KASILOF, AK",Accident
8867,Probable Cause,4/26/1998,Incident,Landing,VMC,"THE DALLES, OR",Accident
8868,Probable Cause,4/27/1998,Incident,Maneuvering,VMC,"PENN RUN, PA",Accident
8869,Probable Cause,4/28/1998,Non-Fatal,Maneuvering,VMC,"SELDOVIA, AK",Accident
8870,Probable Cause,4/29/1998,Non-Fatal,Other,VMC,"TALKEETNA, AK",Accident
8871,Probable Cause,4/30/1998,Non-Fatal,Landing,VMC,"EAGLE POINT, OR",Accident
8872,Probable Cause,5/1/1998,Non-Fatal,Approach,VMC,ST. CROIX,Accident
8873,Probable Cause,5/2/1998,Non-Fatal,Maneuvering,VMC,"RICHMOND, CA",Accident
8874,Probable Cause,5/3/1998,Non-Fatal,Landing,VMC,"WALBRIDGE, OH",Accident
8875,Probable Cause,5/4/1998,Non-Fatal,Cruise,VMC,"WINCHESTER, IN",Accident
8876,Probable Cause,5/5/1998,Non-Fatal,Approach,VMC,"ELLINGTON, CT",Accident
8877,Probable Cause,5/6/1998,Non-Fatal,Approach,VMC,"MILLARD, NE",Accident
8878,Probable Cause,5/7/1998,Non-Fatal,Maneuvering,VMC,"ST. AUGUSTINE, FL",Accident
8879,Probable Cause,5/8/1998,Fatal(1),Maneuvering,VMC,"HAYWARD, CA",Accident
8880,Probable Cause,13-07-2017,Non-Fatal,Approach,VMC,"SOMERVILLE, TX",Accident
8881,Probable Cause,5/9/1998,Fatal(2),Climb,VMC,"RICHMOND, CA",Accident
8882,Probable Cause,5/10/1998,Non-Fatal,Maneuvering,VMC,"GEORGETOWN, TX",Accident
8883,Probable Cause,5/11/1998,Non-Fatal,Maneuvering,VMC,"EAGLE, CO",Accident
8884,Probable Cause,5/12/1998,Fatal(1),Cruise,IMC,"HOLLY, MI",Accident
8885,Probable Cause,5/13/1998,Non-Fatal,Landing,VMC,"CURRY, AK",Accident
8886,Probable Cause,5/14/1998,Non-Fatal,Landing,VMC,"JUNEAU, AK",Accident
8887,Probable Cause,5/15/1998,Non-Fatal,Takeoff,VMC,"GORST, WA",Accident
8888,Probable Cause,5/16/1998,Non-Fatal,Maneuvering,VMC,"WOODSTOCK, NY",Accident
8889,Probable Cause,5/17/1998,Non-Fatal,Landing,VMC,"YERMO, CA",Accident
8890,Probable Cause,5/18/1998,Non-Fatal,Cruise,VMC,"KILLIAN, LA",Accident
8891,Probable Cause,5/19/1998,Non-Fatal,Landing,VMC,"BRIGHTON, CO",Accident
8892,Probable Cause,5/20/1998,Fatal(2),Cruise,VMC,"GLEN ALLEN, MS",Accident
8893,Probable Cause,5/21/1998,Fatal(2),Maneuvering,VMC,"CHILOQUIN, OR",Accident
8894,Probable Cause,5/22/1998,Fatal(2),Cruise,VMC,"COLT, AR",Accident
8895,Probable Cause,5/23/1998,Fatal(4),Cruise,VMC,"CUBA, MO",Accident
8896,Probable Cause,5/24/1998,Non-Fatal,Taxi,VMC,"CHESTER, CA",Accident
8897,Probable Cause,5/25/1998,Non-Fatal,Maneuvering,VMC,"MARYSVILLE, CA",Accident
8898,Probable Cause,5/26/1998,Fatal(1),Maneuvering,VMC,"LAMESA, TX",Accident
8899,Probable Cause,5/27/1998,Non-Fatal,Landing,VMC,"MINNEWAUKAN, ND",Accident
8900,Probable Cause,5/28/1998,Fatal(2),Cruise,VMC,"WASILLA, AK",Accident
8901,Probable Cause,5/29/1998,Non-Fatal,Takeoff,VMC,"WELCH, TX",Accident
8902,Probable Cause,5/30/1998,Non-Fatal,Approach,VMC,"NEW IBERIA, LA",Accident
8903,Probable Cause,5/31/1998,Non-Fatal,Cruise,VMC,"GRANBY, CO",Accident
8904,Probable Cause,6/1/1998,Non-Fatal,Landing,VMC,"HARTFORD, WI",Accident
8905,Probable Cause,6/2/1998,Non-Fatal,Takeoff,VMC,"ROACHE HARBOR, WA",Accident
8906,Probable Cause,6/3/1998,Non-Fatal,Takeoff,VMC,"BROWNSVILLE, PA",Accident
8907,Probable Cause,6/4/1998,Fatal(1),Maneuvering,IMC,"DES MOINES, IA",Accident
8908,Probable Cause,6/5/1998,Fatal(1),Descent,VMC,"LUBBOCK, TX",Accident
8909,Probable Cause,6/6/1998,Non-Fatal,Maneuvering,VMC,"BRYCE, UT",Accident
8910,Probable Cause,6/7/1998,Fatal(1),Cruise,VMC,"COLUMBUS, OH",Accident
8911,Probable Cause,6/8/1998,Non-Fatal,Maneuvering,VMC,"JOLIET, IL",Accident
8912,Probable Cause,6/9/1998,Non-Fatal,Climb,VMC,"TERRY TOWN, GA",Accident
8913,Probable Cause,6/10/1998,Non-Fatal,Landing,VMC,"GUALALA, CA",Accident
8914,Probable Cause,6/11/1998,Non-Fatal,Takeoff,VMC,"SHELTER ISLAND, NY",Accident
8915,Probable Cause,6/12/1998,Non-Fatal,Takeoff,VMC,"OAK BROOK, IL",Accident
8916,Probable Cause,6/13/1998,Non-Fatal,Landing,VMC,"CRAIGMONT, ID",Accident
8917,Probable Cause,6/14/1998,Non-Fatal,Takeoff,VMC,"HILLSBORO, OR",Accident
8918,Probable Cause,6/15/1998,Non-Fatal,Approach,VMC,"GROVE CITY, PA",Accident
8919,Probable Cause,6/16/1998,Non-Fatal,Approach,VMC,"FAIRFIELD, PA",Accident
8920,Probable Cause,6/17/1998,Non-Fatal,Approach,VMC,"NO. ANDOVER, MA",Accident
8921,Probable Cause,6/18/1998,Fatal(1),Maneuvering,VMC,"BENNINGTON, KS",Accident
8922,Probable Cause,6/19/1998,Fatal(1),Maneuvering,VMC,"TOPEKA, KS",Accident
8923,Probable Cause,6/20/1998,Non-Fatal,Takeoff,VMC,"PLATTSBURG, MO",Accident
8924,Probable Cause,6/21/1998,Non-Fatal,Landing,VMC,"LLANO, CA",Accident
8925,Probable Cause,6/22/1998,Non-Fatal,Takeoff,VMC,"LAKE GENEVA, WI",Accident
8926,Probable Cause,6/23/1998,Non-Fatal,Maneuvering,VMC,"LANSING, IL",Accident
8927,Probable Cause,6/24/1998,Non-Fatal,Descent,VMC,"FLINT, MI",Accident
8928,Probable Cause,6/25/1998,Non-Fatal,Takeoff,VMC,"KENNESAW, GA",Accident
8929,Probable Cause,6/26/1998,Non-Fatal,Landing,VMC,"ONEONTA, NY",Accident
8930,Probable Cause,6/27/1998,Non-Fatal,Takeoff,VMC,"PORTLAND, OR",Incident
8931,Probable Cause,6/28/1998,Fatal(1),Maneuvering,VMC,"NEELYVILLE, MO",Accident
8932,Probable Cause,6/29/1998,Non-Fatal,Landing,VMC,"FRANKLIN, TN",Accident
8933,Probable Cause,6/30/1998,Fatal(2),Descent,VMC,"MC GEHEE, AR",Accident
8934,Probable Cause,7/1/1998,Non-Fatal,Maneuvering,VMC,"HICKORY RIDGE, AR",Accident
8935,Probable Cause,7/2/1998,Non-Fatal,Landing,VMC,"EAST LYNNE, MO",Accident
8936,Probable Cause,7/3/1998,Non-Fatal,Taxi,VMC,"SANTA ANA, CA",Accident
8937,Probable Cause,7/4/1998,Non-Fatal,Takeoff,VMC,"LOS ALAMOS, NM",Accident
8938,Probable Cause,7/5/1998,Non-Fatal,Approach,VMC,"EMPIRE, CO",Accident
8939,Probable Cause,7/6/1998,Non-Fatal,Takeoff,VMC,"WEST MEMPHIS, AR",Accident
8940,Probable Cause,7/7/1998,Non-Fatal,Maneuvering,VMC,"LAKE ELSINORE, CA",Accident
8941,Probable Cause,7/8/1998,Non-Fatal,Landing,VMC,"WATERTOWN, SD",Accident
8942,Probable Cause,7/9/1998,Fatal(1),Descent,VMC,"OCEAN CITY, NJ",Accident
8943,Probable Cause,7/10/1998,Non-Fatal,Approach,VMC,"CHANDLER, AZ",Accident
8944,Probable Cause,7/11/1998,Non-Fatal,Approach,VMC,"SALINA, UT",Accident
8945,Probable Cause,7/12/1998,Non-Fatal,Landing,VMC,"EDGERTON, WI",Accident
8946,Probable Cause,7/13/1998,Non-Fatal,Approach,VMC,"PORT SANILAC, MI",Accident
8947,Probable Cause,7/14/1998,Non-Fatal,Takeoff,VMC,"KETCHIKAN, AK",Accident
8948,Probable Cause,7/15/1998,Non-Fatal,Approach,VMC,"CASTLE ROCK, WA",Accident
8949,Probable Cause,7/16/1998,Incident,Climb,VMC,"CAMBRIDGE, WI",Accident
8950,Probable Cause,7/17/1998,Non-Fatal,Takeoff,VMC,"FARNAM, NE",Accident
8951,Probable Cause,7/18/1998,Non-Fatal,Climb,VMC,"BEUAMONT, KS",Accident
8952,Probable Cause,7/19/1998,Non-Fatal,Maneuvering,VMC,"HENDERSON, TX",Accident
8953,Probable Cause,7/20/1998,Non-Fatal,Landing,VMC,"SPANISH FORK, UT",Accident
8954,Probable Cause,7/21/1998,Non-Fatal,Landing,VMC,"DICKINSON, ND",Accident
8955,Probable Cause,7/22/1998,Non-Fatal,Landing,VMC,"LAMBERT, MS",Accident
8956,Probable Cause,7/23/1998,Non-Fatal,Takeoff,VMC,"BETHEL, AK",Accident
8957,Probable Cause,7/24/1998,Non-Fatal,Maneuvering,VMC,"KENNESAW, GA",Accident
8958,Probable Cause,7/25/1998,Non-Fatal,Maneuvering,VMC,"EPHRATA, WA",Accident
8959,Probable Cause,7/26/1998,Fatal(1),Maneuvering,VMC,"RANDSBURG, CA",Accident
8960,Probable Cause,7/27/1998,Non-Fatal,Takeoff,VMC,"GLEN CANYON, UT",Accident
8961,Probable Cause,7/28/1998,Non-Fatal,Landing,VMC,"PEETZ, CO",Accident
8962,Probable Cause,7/29/1998,Non-Fatal,Landing,VMC,"LANSING, MI",Accident
8963,Probable Cause,7/30/1998,Non-Fatal,Maneuvering,VMC,"COLUMBUS, IN",Accident
8964,Probable Cause,7/31/1998,Non-Fatal,Landing,VMC,"EPHRATA, WA",Accident
8965,Probable Cause,8/1/1998,Non-Fatal,Cruise,VMC,"MADISON, CT",Accident
8966,Probable Cause,8/2/1998,Non-Fatal,Climb,VMC,"GILLETTE, AR",Accident
8967,Probable Cause,8/3/1998,Non-Fatal,Descent,VMC,"MCALESTER, OK",Accident
8968,Probable Cause,8/4/1998,Non-Fatal,Maneuvering,VMC,"RICHMOND HTS, OH",Accident
8969,Probable Cause,8/5/1998,Non-Fatal,Cruise,VMC,"BRAWLEY, CA",Accident
8970,Probable Cause,8/6/1998,Non-Fatal,Takeoff,VMC,"PULLMAN, MI",Accident
8971,Probable Cause,8/7/1998,Non-Fatal,Landing,VMC,"MOUNTVILLE, PA",Accident
8972,Probable Cause,8/8/1998,Non-Fatal,Takeoff,VMC,"OSCEOLA, AR",Accident
8973,Probable Cause,8/9/1998,Non-Fatal,Landing,VMC,"BRULE, NE",Accident
8974,Probable Cause,8/10/1998,Non-Fatal,Landing,VMC,"HIGH SPRINGS, FL",Accident
8975,Probable Cause,8/11/1998,Non-Fatal,Landing,VMC,"TUCSON, AZ",Accident
8976,Probable Cause,8/12/1998,Non-Fatal,Takeoff,VMC,"HENRYVILLE, IN",Accident
8977,Probable Cause,8/13/1998,Fatal(1),Maneuvering,VMC,"SNELLVILLE, GA",Accident
8978,Probable Cause,8/14/1998,Fatal(4),Landing,VMC,"GARDNER, MA",Accident
8979,Probable Cause,8/15/1998,Non-Fatal,Landing,VMC,"LAKEVILLE, NY",Accident
